exp_id,course_name,question_id,accuracy_per_predict,predict_type,student_id
1,star,8,1.0,type_1_only_course,13
1,star,8,1.0,type_2_course_confidence,13
1,star,8,1.0,type_3_course_confidence_pretest,13
1,star,8,1.0,type_2_ind_course_confidence,13
1,star,8,1.0,type_3_ind_course_confidence_pretest,13
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,13
1,star,9,1.0,type_1_only_course,13
1,star,9,1.0,type_2_course_confidence,13
1,star,9,0.0,type_3_course_confidence_pretest,13
1,star,9,1.0,type_2_ind_course_confidence,13
1,star,9,1.0,type_3_ind_course_confidence_pretest,13
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,13
1,star,10,1.0,type_1_only_course,13
1,star,10,0.0,type_2_course_confidence,13
1,star,10,1.0,type_3_course_confidence_pretest,13
1,star,10,1.0,type_2_ind_course_confidence,13
1,star,10,1.0,type_3_ind_course_confidence_pretest,13
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,13
1,star,11,1.0,type_1_only_course,13
1,star,11,1.0,type_2_course_confidence,13
1,star,11,1.0,type_3_course_confidence_pretest,13
1,star,11,1.0,type_2_ind_course_confidence,13
1,star,11,0.0,type_3_ind_course_confidence_pretest,13
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,13
1,star,12,1.0,type_1_only_course,13
1,star,12,1.0,type_2_course_confidence,13
1,star,12,0.0,type_3_course_confidence_pretest,13
1,star,12,0.0,type_2_ind_course_confidence,13
1,star,12,0.0,type_3_ind_course_confidence_pretest,13
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,13
1,star,1,1.0,type_1_only_course,14
1,star,1,1.0,type_2_course_confidence,14
1,star,1,1.0,type_3_course_confidence_pretest,14
1,star,1,0.0,type_2_ind_course_confidence,14
1,star,1,0.0,type_3_ind_course_confidence_pretest,14
1,star,1,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,2,1.0,type_1_only_course,14
1,star,2,1.0,type_2_course_confidence,14
1,star,2,1.0,type_3_course_confidence_pretest,14
1,star,2,1.0,type_2_ind_course_confidence,14
1,star,2,1.0,type_3_ind_course_confidence_pretest,14
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,14
1,star,3,1.0,type_1_only_course,14
1,star,3,1.0,type_2_course_confidence,14
1,star,3,1.0,type_3_course_confidence_pretest,14
1,star,3,0.0,type_2_ind_course_confidence,14
1,star,3,0.0,type_3_ind_course_confidence_pretest,14
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,4,1.0,type_1_only_course,14
1,star,4,0.0,type_2_course_confidence,14
1,star,4,0.0,type_3_course_confidence_pretest,14
1,star,4,0.0,type_2_ind_course_confidence,14
1,star,4,0.0,type_3_ind_course_confidence_pretest,14
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,5,1.0,type_1_only_course,14
1,star,5,1.0,type_2_course_confidence,14
1,star,5,0.0,type_3_course_confidence_pretest,14
1,star,5,0.0,type_2_ind_course_confidence,14
1,star,5,0.0,type_3_ind_course_confidence_pretest,14
1,star,5,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,6,1.0,type_1_only_course,14
1,star,6,1.0,type_2_course_confidence,14
1,star,6,1.0,type_3_course_confidence_pretest,14
1,star,6,0.0,type_2_ind_course_confidence,14
1,star,6,0.0,type_3_ind_course_confidence_pretest,14
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,7,1.0,type_1_only_course,14
1,star,7,1.0,type_2_course_confidence,14
1,star,7,1.0,type_3_course_confidence_pretest,14
1,star,7,1.0,type_2_ind_course_confidence,14
1,star,7,0.0,type_3_ind_course_confidence_pretest,14
1,star,7,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,8,1.0,type_1_only_course,14
1,star,8,1.0,type_2_course_confidence,14
1,star,8,1.0,type_3_course_confidence_pretest,14
1,star,8,1.0,type_2_ind_course_confidence,14
1,star,8,0.0,type_3_ind_course_confidence_pretest,14
1,star,8,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,9,1.0,type_1_only_course,14
1,star,9,1.0,type_2_course_confidence,14
1,star,9,1.0,type_3_course_confidence_pretest,14
1,star,9,1.0,type_2_ind_course_confidence,14
1,star,9,0.0,type_3_ind_course_confidence_pretest,14
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,14
1,star,10,1.0,type_1_only_course,14
1,star,10,1.0,type_2_course_confidence,14
1,star,10,1.0,type_3_course_confidence_pretest,14
1,star,10,1.0,type_2_ind_course_confidence,14
1,star,10,0.0,type_3_ind_course_confidence_pretest,14
1,star,10,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,11,1.0,type_1_only_course,14
1,star,11,1.0,type_2_course_confidence,14
1,star,11,1.0,type_3_course_confidence_pretest,14
1,star,11,1.0,type_2_ind_course_confidence,14
1,star,11,0.0,type_3_ind_course_confidence_pretest,14
1,star,11,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,12,1.0,type_1_only_course,14
1,star,12,1.0,type_2_course_confidence,14
1,star,12,0.0,type_3_course_confidence_pretest,14
1,star,12,0.0,type_2_ind_course_confidence,14
1,star,12,0.0,type_3_ind_course_confidence_pretest,14
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,14
1,star,1,1.0,type_1_only_course,15
1,star,1,1.0,type_2_course_confidence,15
1,star,1,1.0,type_3_course_confidence_pretest,15
1,star,1,1.0,type_2_ind_course_confidence,15
1,star,1,1.0,type_3_ind_course_confidence_pretest,15
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,2,1.0,type_1_only_course,15
1,star,2,1.0,type_2_course_confidence,15
1,star,2,1.0,type_3_course_confidence_pretest,15
1,star,2,1.0,type_2_ind_course_confidence,15
1,star,2,1.0,type_3_ind_course_confidence_pretest,15
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,3,1.0,type_1_only_course,15
1,star,3,1.0,type_2_course_confidence,15
1,star,3,1.0,type_3_course_confidence_pretest,15
1,star,3,0.0,type_2_ind_course_confidence,15
1,star,3,1.0,type_3_ind_course_confidence_pretest,15
1,star,3,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,4,1.0,type_1_only_course,15
1,star,4,0.0,type_2_course_confidence,15
1,star,4,0.0,type_3_course_confidence_pretest,15
1,star,4,0.0,type_2_ind_course_confidence,15
1,star,4,0.0,type_3_ind_course_confidence_pretest,15
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,15
1,star,5,1.0,type_1_only_course,15
1,star,5,0.0,type_2_course_confidence,15
1,star,5,0.0,type_3_course_confidence_pretest,15
1,star,5,0.0,type_2_ind_course_confidence,15
1,star,5,1.0,type_3_ind_course_confidence_pretest,15
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,6,1.0,type_1_only_course,15
1,star,6,1.0,type_2_course_confidence,15
1,star,6,1.0,type_3_course_confidence_pretest,15
1,star,6,0.0,type_2_ind_course_confidence,15
1,star,6,0.0,type_3_ind_course_confidence_pretest,15
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,15
1,star,7,1.0,type_1_only_course,15
1,star,7,1.0,type_2_course_confidence,15
1,star,7,1.0,type_3_course_confidence_pretest,15
1,star,7,1.0,type_2_ind_course_confidence,15
1,star,7,1.0,type_3_ind_course_confidence_pretest,15
1,star,7,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,8,1.0,type_1_only_course,15
1,star,8,1.0,type_2_course_confidence,15
1,star,8,1.0,type_3_course_confidence_pretest,15
1,star,8,1.0,type_2_ind_course_confidence,15
1,star,8,1.0,type_3_ind_course_confidence_pretest,15
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,9,1.0,type_1_only_course,15
1,star,9,1.0,type_2_course_confidence,15
1,star,9,1.0,type_3_course_confidence_pretest,15
1,star,9,1.0,type_2_ind_course_confidence,15
1,star,9,1.0,type_3_ind_course_confidence_pretest,15
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,10,1.0,type_1_only_course,15
1,star,10,0.0,type_2_course_confidence,15
1,star,10,1.0,type_3_course_confidence_pretest,15
1,star,10,1.0,type_2_ind_course_confidence,15
1,star,10,1.0,type_3_ind_course_confidence_pretest,15
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,11,1.0,type_1_only_course,15
1,star,11,1.0,type_2_course_confidence,15
1,star,11,1.0,type_3_course_confidence_pretest,15
1,star,11,1.0,type_2_ind_course_confidence,15
1,star,11,1.0,type_3_ind_course_confidence_pretest,15
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,12,1.0,type_1_only_course,15
1,star,12,0.0,type_2_course_confidence,15
1,star,12,0.0,type_3_course_confidence_pretest,15
1,star,12,0.0,type_2_ind_course_confidence,15
1,star,12,0.0,type_3_ind_course_confidence_pretest,15
1,star,12,1.0,type_4_ind_course_confidence_pretest_isc,15
1,star,1,1.0,type_1_only_course,16
1,star,1,1.0,type_2_course_confidence,16
1,star,1,1.0,type_3_course_confidence_pretest,16
1,star,1,1.0,type_2_ind_course_confidence,16
1,star,1,1.0,type_3_ind_course_confidence_pretest,16
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,2,1.0,type_1_only_course,16
1,star,2,1.0,type_2_course_confidence,16
1,star,2,1.0,type_3_course_confidence_pretest,16
1,star,2,1.0,type_2_ind_course_confidence,16
1,star,2,1.0,type_3_ind_course_confidence_pretest,16
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,3,1.0,type_1_only_course,16
1,star,3,1.0,type_2_course_confidence,16
1,star,3,1.0,type_3_course_confidence_pretest,16
1,star,3,0.0,type_2_ind_course_confidence,16
1,star,3,1.0,type_3_ind_course_confidence_pretest,16
1,star,3,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,4,1.0,type_1_only_course,16
1,star,4,0.0,type_2_course_confidence,16
1,star,4,0.0,type_3_course_confidence_pretest,16
1,star,4,0.0,type_2_ind_course_confidence,16
1,star,4,0.0,type_3_ind_course_confidence_pretest,16
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,16
1,star,5,1.0,type_1_only_course,16
1,star,5,1.0,type_2_course_confidence,16
1,star,5,0.0,type_3_course_confidence_pretest,16
1,star,5,0.0,type_2_ind_course_confidence,16
1,star,5,1.0,type_3_ind_course_confidence_pretest,16
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,6,1.0,type_1_only_course,16
1,star,6,1.0,type_2_course_confidence,16
1,star,6,1.0,type_3_course_confidence_pretest,16
1,star,6,0.0,type_2_ind_course_confidence,16
1,star,6,0.0,type_3_ind_course_confidence_pretest,16
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,16
1,star,7,1.0,type_1_only_course,16
1,star,7,1.0,type_2_course_confidence,16
1,star,7,1.0,type_3_course_confidence_pretest,16
1,star,7,1.0,type_2_ind_course_confidence,16
1,star,7,1.0,type_3_ind_course_confidence_pretest,16
1,star,7,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,8,1.0,type_1_only_course,16
1,star,8,1.0,type_2_course_confidence,16
1,star,8,1.0,type_3_course_confidence_pretest,16
1,star,8,1.0,type_2_ind_course_confidence,16
1,star,8,1.0,type_3_ind_course_confidence_pretest,16
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,9,1.0,type_1_only_course,16
1,star,9,1.0,type_2_course_confidence,16
1,star,9,1.0,type_3_course_confidence_pretest,16
1,star,9,1.0,type_2_ind_course_confidence,16
1,star,9,1.0,type_3_ind_course_confidence_pretest,16
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,10,1.0,type_1_only_course,16
1,star,10,1.0,type_2_course_confidence,16
1,star,10,1.0,type_3_course_confidence_pretest,16
1,star,10,1.0,type_2_ind_course_confidence,16
1,star,10,1.0,type_3_ind_course_confidence_pretest,16
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,11,1.0,type_1_only_course,16
1,star,11,1.0,type_2_course_confidence,16
1,star,11,1.0,type_3_course_confidence_pretest,16
1,star,11,1.0,type_2_ind_course_confidence,16
1,star,11,1.0,type_3_ind_course_confidence_pretest,16
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,12,1.0,type_1_only_course,16
1,star,12,1.0,type_2_course_confidence,16
1,star,12,0.0,type_3_course_confidence_pretest,16
1,star,12,0.0,type_2_ind_course_confidence,16
1,star,12,0.0,type_3_ind_course_confidence_pretest,16
1,star,12,1.0,type_4_ind_course_confidence_pretest_isc,16
1,star,1,1.0,type_1_only_course,17
1,star,1,1.0,type_2_course_confidence,17
1,star,1,1.0,type_3_course_confidence_pretest,17
1,star,1,1.0,type_2_ind_course_confidence,17
1,star,1,1.0,type_3_ind_course_confidence_pretest,17
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,2,1.0,type_1_only_course,17
1,star,2,1.0,type_2_course_confidence,17
1,star,2,1.0,type_3_course_confidence_pretest,17
1,star,2,1.0,type_2_ind_course_confidence,17
1,star,2,1.0,type_3_ind_course_confidence_pretest,17
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,3,1.0,type_1_only_course,17
1,star,3,1.0,type_2_course_confidence,17
1,star,3,1.0,type_3_course_confidence_pretest,17
1,star,3,0.0,type_2_ind_course_confidence,17
1,star,3,1.0,type_3_ind_course_confidence_pretest,17
1,star,3,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,4,1.0,type_1_only_course,17
1,star,4,0.0,type_2_course_confidence,17
1,star,4,0.0,type_3_course_confidence_pretest,17
1,star,4,0.0,type_2_ind_course_confidence,17
1,star,4,0.0,type_3_ind_course_confidence_pretest,17
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,17
1,star,5,1.0,type_1_only_course,17
1,star,5,0.0,type_2_course_confidence,17
1,star,5,0.0,type_3_course_confidence_pretest,17
1,star,5,0.0,type_2_ind_course_confidence,17
1,star,5,1.0,type_3_ind_course_confidence_pretest,17
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,6,1.0,type_1_only_course,17
1,star,6,1.0,type_2_course_confidence,17
1,star,6,1.0,type_3_course_confidence_pretest,17
1,star,6,0.0,type_2_ind_course_confidence,17
1,star,6,0.0,type_3_ind_course_confidence_pretest,17
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,17
1,star,7,1.0,type_1_only_course,17
1,star,7,1.0,type_2_course_confidence,17
1,star,7,1.0,type_3_course_confidence_pretest,17
1,star,7,1.0,type_2_ind_course_confidence,17
1,star,7,1.0,type_3_ind_course_confidence_pretest,17
1,star,7,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,8,1.0,type_1_only_course,17
1,star,8,1.0,type_2_course_confidence,17
1,star,8,1.0,type_3_course_confidence_pretest,17
1,star,8,1.0,type_2_ind_course_confidence,17
1,star,8,1.0,type_3_ind_course_confidence_pretest,17
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,9,1.0,type_1_only_course,17
1,star,9,1.0,type_2_course_confidence,17
1,star,9,0.0,type_3_course_confidence_pretest,17
1,star,9,1.0,type_2_ind_course_confidence,17
1,star,9,1.0,type_3_ind_course_confidence_pretest,17
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,10,1.0,type_1_only_course,17
1,star,10,0.0,type_2_course_confidence,17
1,star,10,1.0,type_3_course_confidence_pretest,17
1,star,10,1.0,type_2_ind_course_confidence,17
1,star,10,1.0,type_3_ind_course_confidence_pretest,17
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,11,1.0,type_1_only_course,17
1,star,11,1.0,type_2_course_confidence,17
1,star,11,1.0,type_3_course_confidence_pretest,17
1,star,11,1.0,type_2_ind_course_confidence,17
1,star,11,1.0,type_3_ind_course_confidence_pretest,17
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,12,1.0,type_1_only_course,17
1,star,12,0.0,type_2_course_confidence,17
1,star,12,0.0,type_3_course_confidence_pretest,17
1,star,12,0.0,type_2_ind_course_confidence,17
1,star,12,0.0,type_3_ind_course_confidence_pretest,17
1,star,12,1.0,type_4_ind_course_confidence_pretest_isc,17
1,star,1,1.0,type_1_only_course,18
1,star,1,1.0,type_2_course_confidence,18
1,star,1,1.0,type_3_course_confidence_pretest,18
1,star,1,0.0,type_2_ind_course_confidence,18
1,star,1,0.0,type_3_ind_course_confidence_pretest,18
1,star,1,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,2,1.0,type_1_only_course,18
1,star,2,1.0,type_2_course_confidence,18
1,star,2,1.0,type_3_course_confidence_pretest,18
1,star,2,1.0,type_2_ind_course_confidence,18
1,star,2,1.0,type_3_ind_course_confidence_pretest,18
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,18
1,star,3,1.0,type_1_only_course,18
1,star,3,1.0,type_2_course_confidence,18
1,star,3,1.0,type_3_course_confidence_pretest,18
1,star,3,0.0,type_2_ind_course_confidence,18
1,star,3,0.0,type_3_ind_course_confidence_pretest,18
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,4,1.0,type_1_only_course,18
1,star,4,0.0,type_2_course_confidence,18
1,star,4,0.0,type_3_course_confidence_pretest,18
1,star,4,0.0,type_2_ind_course_confidence,18
1,star,4,0.0,type_3_ind_course_confidence_pretest,18
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,5,1.0,type_1_only_course,18
1,star,5,0.0,type_2_course_confidence,18
1,star,5,0.0,type_3_course_confidence_pretest,18
1,star,5,0.0,type_2_ind_course_confidence,18
1,star,5,1.0,type_3_ind_course_confidence_pretest,18
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,18
1,star,6,1.0,type_1_only_course,18
1,star,6,1.0,type_2_course_confidence,18
1,star,6,1.0,type_3_course_confidence_pretest,18
1,star,6,0.0,type_2_ind_course_confidence,18
1,star,6,0.0,type_3_ind_course_confidence_pretest,18
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,7,1.0,type_1_only_course,18
1,star,7,1.0,type_2_course_confidence,18
1,star,7,1.0,type_3_course_confidence_pretest,18
1,star,7,1.0,type_2_ind_course_confidence,18
1,star,7,0.0,type_3_ind_course_confidence_pretest,18
1,star,7,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,8,1.0,type_1_only_course,18
1,star,8,1.0,type_2_course_confidence,18
1,star,8,1.0,type_3_course_confidence_pretest,18
1,star,8,1.0,type_2_ind_course_confidence,18
1,star,8,1.0,type_3_ind_course_confidence_pretest,18
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,18
1,star,9,1.0,type_1_only_course,18
1,star,9,1.0,type_2_course_confidence,18
1,star,9,1.0,type_3_course_confidence_pretest,18
1,star,9,1.0,type_2_ind_course_confidence,18
1,star,9,0.0,type_3_ind_course_confidence_pretest,18
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,18
1,star,10,1.0,type_1_only_course,18
1,star,10,0.0,type_2_course_confidence,18
1,star,10,1.0,type_3_course_confidence_pretest,18
1,star,10,1.0,type_2_ind_course_confidence,18
1,star,10,1.0,type_3_ind_course_confidence_pretest,18
1,star,10,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,11,1.0,type_1_only_course,18
1,star,11,1.0,type_2_course_confidence,18
1,star,11,1.0,type_3_course_confidence_pretest,18
1,star,11,1.0,type_2_ind_course_confidence,18
1,star,11,0.0,type_3_ind_course_confidence_pretest,18
1,star,11,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,12,1.0,type_1_only_course,18
1,star,12,0.0,type_2_course_confidence,18
1,star,12,0.0,type_3_course_confidence_pretest,18
1,star,12,0.0,type_2_ind_course_confidence,18
1,star,12,0.0,type_3_ind_course_confidence_pretest,18
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,18
1,star,1,1.0,type_1_only_course,19
1,star,1,1.0,type_2_course_confidence,19
1,star,1,1.0,type_3_course_confidence_pretest,19
1,star,1,1.0,type_2_ind_course_confidence,19
1,star,1,1.0,type_3_ind_course_confidence_pretest,19
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,2,1.0,type_1_only_course,19
1,star,2,1.0,type_2_course_confidence,19
1,star,2,1.0,type_3_course_confidence_pretest,19
1,star,2,1.0,type_2_ind_course_confidence,19
1,star,2,1.0,type_3_ind_course_confidence_pretest,19
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,3,1.0,type_1_only_course,19
1,star,3,1.0,type_2_course_confidence,19
1,star,3,1.0,type_3_course_confidence_pretest,19
1,star,3,1.0,type_2_ind_course_confidence,19
1,star,3,1.0,type_3_ind_course_confidence_pretest,19
1,star,3,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,4,1.0,type_1_only_course,19
1,star,4,0.0,type_2_course_confidence,19
1,star,4,0.0,type_3_course_confidence_pretest,19
1,star,4,0.0,type_2_ind_course_confidence,19
1,star,4,0.0,type_3_ind_course_confidence_pretest,19
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,19
1,star,5,1.0,type_1_only_course,19
1,star,5,0.0,type_2_course_confidence,19
1,star,5,0.0,type_3_course_confidence_pretest,19
1,star,5,1.0,type_2_ind_course_confidence,19
1,star,5,1.0,type_3_ind_course_confidence_pretest,19
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,6,1.0,type_1_only_course,19
1,star,6,1.0,type_2_course_confidence,19
1,star,6,1.0,type_3_course_confidence_pretest,19
1,star,6,0.0,type_2_ind_course_confidence,19
1,star,6,0.0,type_3_ind_course_confidence_pretest,19
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,19
1,star,7,1.0,type_1_only_course,19
1,star,7,1.0,type_2_course_confidence,19
1,star,7,1.0,type_3_course_confidence_pretest,19
1,star,7,1.0,type_2_ind_course_confidence,19
1,star,7,1.0,type_3_ind_course_confidence_pretest,19
1,star,7,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,8,1.0,type_1_only_course,19
1,star,8,0.0,type_2_course_confidence,19
1,star,8,1.0,type_3_course_confidence_pretest,19
1,star,8,1.0,type_2_ind_course_confidence,19
1,star,8,1.0,type_3_ind_course_confidence_pretest,19
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,9,1.0,type_1_only_course,19
1,star,9,1.0,type_2_course_confidence,19
1,star,9,0.0,type_3_course_confidence_pretest,19
1,star,9,1.0,type_2_ind_course_confidence,19
1,star,9,1.0,type_3_ind_course_confidence_pretest,19
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,10,1.0,type_1_only_course,19
1,star,10,1.0,type_2_course_confidence,19
1,star,10,1.0,type_3_course_confidence_pretest,19
1,star,10,1.0,type_2_ind_course_confidence,19
1,star,10,1.0,type_3_ind_course_confidence_pretest,19
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,11,1.0,type_1_only_course,19
1,star,11,1.0,type_2_course_confidence,19
1,star,11,1.0,type_3_course_confidence_pretest,19
1,star,11,1.0,type_2_ind_course_confidence,19
1,star,11,1.0,type_3_ind_course_confidence_pretest,19
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,12,1.0,type_1_only_course,19
1,star,12,1.0,type_2_course_confidence,19
1,star,12,0.0,type_3_course_confidence_pretest,19
1,star,12,0.0,type_2_ind_course_confidence,19
1,star,12,1.0,type_3_ind_course_confidence_pretest,19
1,star,12,1.0,type_4_ind_course_confidence_pretest_isc,19
1,star,1,1.0,type_1_only_course,20
1,star,1,1.0,type_2_course_confidence,20
1,star,1,1.0,type_3_course_confidence_pretest,20
1,star,1,0.0,type_2_ind_course_confidence,20
1,star,1,0.0,type_3_ind_course_confidence_pretest,20
1,star,1,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,2,1.0,type_1_only_course,20
1,star,2,1.0,type_2_course_confidence,20
1,star,2,1.0,type_3_course_confidence_pretest,20
1,star,2,1.0,type_2_ind_course_confidence,20
1,star,2,0.0,type_3_ind_course_confidence_pretest,20
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,20
1,star,3,1.0,type_1_only_course,20
1,star,3,1.0,type_2_course_confidence,20
1,star,3,1.0,type_3_course_confidence_pretest,20
1,star,3,0.0,type_2_ind_course_confidence,20
1,star,3,0.0,type_3_ind_course_confidence_pretest,20
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,4,1.0,type_1_only_course,20
1,star,4,0.0,type_2_course_confidence,20
1,star,4,0.0,type_3_course_confidence_pretest,20
1,star,4,0.0,type_2_ind_course_confidence,20
1,star,4,0.0,type_3_ind_course_confidence_pretest,20
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,5,1.0,type_1_only_course,20
1,star,5,0.0,type_2_course_confidence,20
1,star,5,0.0,type_3_course_confidence_pretest,20
1,star,5,0.0,type_2_ind_course_confidence,20
1,star,5,0.0,type_3_ind_course_confidence_pretest,20
1,star,5,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,6,1.0,type_1_only_course,20
1,star,6,1.0,type_2_course_confidence,20
1,star,6,1.0,type_3_course_confidence_pretest,20
1,star,6,0.0,type_2_ind_course_confidence,20
1,star,6,0.0,type_3_ind_course_confidence_pretest,20
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,7,1.0,type_1_only_course,20
1,star,7,1.0,type_2_course_confidence,20
1,star,7,1.0,type_3_course_confidence_pretest,20
1,star,7,1.0,type_2_ind_course_confidence,20
1,star,7,0.0,type_3_ind_course_confidence_pretest,20
1,star,7,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,8,1.0,type_1_only_course,20
1,star,8,1.0,type_2_course_confidence,20
1,star,8,1.0,type_3_course_confidence_pretest,20
1,star,8,1.0,type_2_ind_course_confidence,20
1,star,8,0.0,type_3_ind_course_confidence_pretest,20
1,star,8,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,9,1.0,type_1_only_course,20
1,star,9,1.0,type_2_course_confidence,20
1,star,9,1.0,type_3_course_confidence_pretest,20
1,star,9,1.0,type_2_ind_course_confidence,20
1,star,9,0.0,type_3_ind_course_confidence_pretest,20
1,star,9,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,10,1.0,type_1_only_course,20
1,star,10,0.0,type_2_course_confidence,20
1,star,10,1.0,type_3_course_confidence_pretest,20
1,star,10,1.0,type_2_ind_course_confidence,20
1,star,10,0.0,type_3_ind_course_confidence_pretest,20
1,star,10,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,11,1.0,type_1_only_course,20
1,star,11,1.0,type_2_course_confidence,20
1,star,11,1.0,type_3_course_confidence_pretest,20
1,star,11,1.0,type_2_ind_course_confidence,20
1,star,11,0.0,type_3_ind_course_confidence_pretest,20
1,star,11,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,12,1.0,type_1_only_course,20
1,star,12,0.0,type_2_course_confidence,20
1,star,12,0.0,type_3_course_confidence_pretest,20
1,star,12,0.0,type_2_ind_course_confidence,20
1,star,12,0.0,type_3_ind_course_confidence_pretest,20
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,20
1,star,1,1.0,type_1_only_course,21
1,star,1,1.0,type_2_course_confidence,21
1,star,1,1.0,type_3_course_confidence_pretest,21
1,star,1,1.0,type_2_ind_course_confidence,21
1,star,1,1.0,type_3_ind_course_confidence_pretest,21
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,21
1,star,2,1.0,type_1_only_course,21
1,star,2,1.0,type_2_course_confidence,21
1,star,2,1.0,type_3_course_confidence_pretest,21
1,star,2,1.0,type_2_ind_course_confidence,21
